nameAlbum,idAlbum,typeAlbum,totalTracks,releaseDate,artist,idArtist
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
GVESVS,1fONeOwepyow1t4dUw0RcL,album,16,2021-12-10,Guè,7F2utINZ6tSokSiZTQBE27
Gioventù Bruciata,66vkclmRoFqj4IYEnKGKPU,album,11,2019-02-22,Mahmood,06nvjg4wBANK6DCHjqtPNd
Blu Celeste,7zFt7hLRPxemmlzVzg5uec,album,12,2021-09-09,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Devastante,1tmIIZsagzU6cqJibKfAiT,album,11,2022-01-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Barrio,6alPvLZuVMID5NZJXKWwMK,single,1,2019-08-30,Mahmood,06nvjg4wBANK6DCHjqtPNd
Nostalgia,3WKUnE0tlqfep4jO5gyF3P,single,1,2022-06-02,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Ghettolimpo,28udVAojmZw3D133MwlQer,album,15,2021-06-10,Mahmood,06nvjg4wBANK6DCHjqtPNd
Blu Celeste,7zFt7hLRPxemmlzVzg5uec,album,12,2021-09-09,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
The Motto,278z9UXJaMNDH9Bel9uAxV,single,1,2021-11-04,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']"
Ghettolimpo,28udVAojmZw3D133MwlQer,album,15,2021-06-10,Mahmood,06nvjg4wBANK6DCHjqtPNd
Ferrari (Remix),0zWMvd5j2ozFDLycUIVzbt,single,3,2022-09-09,"['James Hype', 'Miggy Dela Rosa', 'Lazza']","['43BxCL6t4c73BQnIJtry5v', '45ruzGUmIr8WLjLOPJ9mGU', '0jdNdfi4vAuVi7a6cPDFBM']"
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Blu Celeste,7zFt7hLRPxemmlzVzg5uec,album,12,2021-09-09,BLANCO,1MRiIeZbc0cRuxOafDUCtH
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Gemelli (ascendente Milano),5bIm3XT2nJAdPvTLsBlk8g,album,18,2021-05-20,Ernia,3fhMfkPPzksWuw0hEm4ldm
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
MONTERO,6pOiDiuDQqrmo5DbG0ZubR,album,15,2021-09-17,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq
Rapide,40tgSHlPNeumzdzLxaN9xC,single,1,2020-01-16,Mahmood,06nvjg4wBANK6DCHjqtPNd
Album,09wqWIOKWuS6RwjBrXe08B,album,12,2017-05-26,Ghali,3egWSWp7Y4FyCKIyvXbw7L
Devastante,1tmIIZsagzU6cqJibKfAiT,album,11,2022-01-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
Ghettolimpo,28udVAojmZw3D133MwlQer,album,15,2021-06-10,Mahmood,06nvjg4wBANK6DCHjqtPNd
"Red Bull 64 Bars, The Album",1UAkQ5bV8GvKrSMA4Vd1MV,compilation,14,2021-05-27,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
68 (Till The End),1F6aVwr0raeSt5YT02hARW,album,19,2019-04-05,Ernia,3fhMfkPPzksWuw0hEm4ldm
Salvatore,5YMLvb4ZjBfVwJMf6dTKRZ,album,18,2022-10-21,Paky,1KQJOTeIMbixtnSWY4sYs2
Bravo Ragazzo (Royal Edition),0LHWAAN1t9MHgpkPjdXrkW,album,28,2013-01-01,Guè,7F2utINZ6tSokSiZTQBE27
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Come Uccidere Un Usignolo,2MEJwoXq5hRxCU2vzOhwIp,album,8,2017-06-02,Ernia,3fhMfkPPzksWuw0hEm4ldm
Mamma Mia,4hPNVvtU3MXV6Oefi11Zx3,single,1,2022-04-28,"['Sfera Ebbasta', 'Rvssian']","['23TFHmajVfBtlRx5MXqgoz', '1fctva4kpRbg2k3v7kwRuS']"
Hustle Mixtape,6LmhYmD5q0vflzqQhkfeN1,album,12,2022-06-03,Capo Plaza,5SulO4l40qDuV9zUGLZx7n
Devastante,1tmIIZsagzU6cqJibKfAiT,album,11,2022-01-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,album,14,2021-11-19,Marracash,5AZuEF0feCXMkUCwQiQlW7
TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,album,15,2021-11-30,Rkomi,056KMTw6IztdQjBmFfVyO3
BABY GODDAMN,6bOKRuocPC83OuQDrRIklj,single,1,2021-03-26,Tananai,35V1WomiedCJeGfupcPm7s
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Ghettolimpo,28udVAojmZw3D133MwlQer,album,15,2021-06-10,Mahmood,06nvjg4wBANK6DCHjqtPNd
Gemelli,3LXvt5r3boBy4sQQpxmsi9,album,12,2020-06-18,Ernia,3fhMfkPPzksWuw0hEm4ldm
Blu Celeste,7zFt7hLRPxemmlzVzg5uec,album,12,2021-09-09,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,album,10,2018-09-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Ghettolimpo,28udVAojmZw3D133MwlQer,album,15,2021-06-10,Mahmood,06nvjg4wBANK6DCHjqtPNd
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Tell It To My Heart,27rVuwJ0g0eKRpnvEhQl3G,single,1,2021-10-29,"['MEDUZA', 'Hozier']","['0xRXCcSX89eobfrshSVdyu', '2FXC3k01G6Gw61bmprjgqS']"
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,album,15,2021-11-30,Rkomi,056KMTw6IztdQjBmFfVyO3
okk@pp@,2Ev7vWEFWmMsWdiZZKgVR1,single,1,2022-09-23,thasup,19i93sA0D7yS9dYoVNBqAA
Where Are You Now,5YrOK7zze6egKg9a8WRcnD,single,1,2021-07-30,"['Lost Frequencies', 'Calum Scott']","['7f5Zgnp2spUuuzKplmRkt7', '6ydoSd3N2mwgwBHtF6K7eX']"
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Scialla Semper,3fMHmtOJf2KK3HThKh9ZNX,album,8,2019-04-12,Massimo Pericolo,1El4YQA8oCXX7ynFSxRTFq
Botox,1CjtjrWyjx2eT5OejciTVr,album,21,2022-09-15,Night Skinny,2E6AK3UPEGCvjnzuygCh2h
Ferrari,6moZ4sNThthUAwCklyuPY8,single,1,2022-04-01,"['James Hype', 'Miggy Dela Rosa']","['43BxCL6t4c73BQnIJtry5v', '45ruzGUmIr8WLjLOPJ9mGU']"
Giulia,6bCeh3TM7yb6HPXheF9t4X,single,1,2019-11-29,"['Prince Paris', 'Il Pagante']","['5aAJhXtrFlRSDzZmCktcXQ', '1vKXVGgIDP1XXZX4Tehjtn']"
TO THE MOON,70uNWLPkbci5L1bZI1Mzp6,single,1,2021-11-06,"['Jnr Choi', 'Sam Tompkins']","['1Z25ZlGHqqlr3o1UGQOfNn', '04uu8U3I1h26Fp2NBkPTRZ']"
AHIA!,0b2peKNz7zmn4xIxfPBUPa,album,7,2020-12-04,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS
Shakerando,4ZF92wezwJWluQn4CQcXLJ,single,1,2021-12-15,Rhove,44DWomjW1oDuxIoBIRpmQ4
Entro in pass,7rwFY0BOEkfrwUx8p6OXZU,album,12,2016-09-16,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Lunga Vita a Sto,5tKy8HZ7mRWib6Tuv54rcf,album,23,2017-11-24,Ghali,3egWSWp7Y4FyCKIyvXbw7L
"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",4C6GUjan5T8tSGVDb07F2N,single,1,2019-04-26,Charlie Charles,1UCxzrM5WJh9ure5vCcsim
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
Devastante,1tmIIZsagzU6cqJibKfAiT,album,11,2022-01-21,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
MADAME,7oF6ed3aSHU6aDD4MD3LIr,album,18,2021-06-03,Madame,1vgQksyJ0IVz8y9XerEOy3
Lento,2FCnqgKag6FTtXOG2FEl5P,single,1,2019-06-07,"['Boro Boro', 'Don Joe', 'MamboLosco']","['1hHYi4Vy83BGo6TqKd98hu', '3WrMBQYO99lzSOhYGPiVoQ', '4BFn4jmfqSNaHtPWHTcy41']"
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
ReAle,0Tf0cHIdHoqyjk4ejUvonx,album,20,2020-01-24,J-AX,2iK8weavvfS2xJCmzNzNE5
Gemelli,2hHDTcf1MzvkDdFm0CEujn,album,13,2021-01-19,Ernia,3fhMfkPPzksWuw0hEm4ldm
23 6451,42wflBbrb9OchJfd3qiGRO,album,20,2019-11-15,thasup,19i93sA0D7yS9dYoVNBqAA
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
Dress Code,20P5X46x2RDesTB31RXcdn,single,1,2018-01-12,Il Pagante,1vKXVGgIDP1XXZX4Tehjtn
Kiss Me Hard (DJ Antoine Vs Mad Mark 2K20 Mix),57XZo7oa9ImMlO7fJJUqvP,single,1,2020-06-05,"['DJ Antoine', 'Willa', 'Mad Mark']","['6yTYR09WCvsgdnurDW4WQo', '2YE9xDQHXzmnwE8qq6Gqg8', '3yBEHAINorE3uSvsCmyCwQ']"
Il giorno in cui ho smesso di pensare,2bL1yZKdgMo1syeyCYDwhq,album,13,2022-02-25,Irama,5iot8OPcosJN9nCl7I5SdK
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Capítulo 1,0jps45S3BLg0ObqAyboGVb,single,6,2022-04-01,"['Beny Jr', 'Morad', 'K y B']","['22dFwJoRBV51ue5TGnC7Dt', '4az97MtWmBQ5Db3GfDh9j9', '1enXMVomlMi88CZFYL1m2f']"
Extasi,5D6d0m5tYnBz0wowzfLlQ6,single,1,2022-06-17,Fred De Palma,0QrUbsrL5imqntAfDl8i7q
Numb,3SBeYxkc3Ce7lanK0f3epk,single,1,2022-06-10,"['Marshmello', 'Khalid']","['64KEffDW9EtZ1y2vBYgq8T', '6LuN9FCkKOj5PcnpouEgny']"
Te Quiero,65qboLlffe6X2GHje6HA4j,single,1,2022-07-22,"['Vale pain', 'Nko']","['1ZDu0fOcpCIjDwyl2cvk08', '4kTOsBwxhA2Sn4PSs7PqnN']"
Bisous,18WfbdpSPZ3Gx1qlMlHGSP,single,1,2022-05-06,"['Medy', 'Timongothekeys']","['3lbFUmlaNMa9ZVSabLlkhn', '1pXa6QH7HpQcw3FCP7MQQk']"
PROVINCIALE,3neHYsGA6MSGSahkig6gCq,album,9,2022-07-21,Rhove,44DWomjW1oDuxIoBIRpmQ4
La Danza,6veWaUKjv5fGyTMQoYKkgR,single,2,2022-03-11,John Summit,7kNqXtgeIwFtelmRjWv205
Acapulco,76f2Wq7QxiHImxzsYwiXWW,single,1,2021-09-03,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
EXPERIMENTO,1KKwufGzWD4zIKqlBCtwWv,single,1,2021-09-23,Myke Towers,7iK8PXO48WeuP03g8YR51W
Hustle Mixtape,6LmhYmD5q0vflzqQhkfeN1,album,12,2022-06-03,Capo Plaza,5SulO4l40qDuV9zUGLZx7n
Che io ci aiuti,2E7FoEPUap1gOqOQOgQWqc,album,16,2020-07-24,Bresh,7FeObngbQ0GY3SojNwKdKn
TÊTE (feat. Medy & VillaBanks),5TL8p0VHTb54SA7FGhL8lG,single,1,2022-07-01,"['AVA', 'Medy', 'VillaBanks']","['7zPS3i8YJBNeDcqXUHfCMr', '3lbFUmlaNMa9ZVSabLlkhn', '3ASAxVN1hNoYfoMcIkzZWL']"
Encore,02sEJTj1sye1JaqxqpcSCp,album,14,2016-08-05,DJ Snake,540vIaP2JwjQb9dm3aArA4
Mamma Mia,4hPNVvtU3MXV6Oefi11Zx3,single,1,2022-04-28,"['Sfera Ebbasta', 'Rvssian']","['23TFHmajVfBtlRx5MXqgoz', '1fctva4kpRbg2k3v7kwRuS']"
Ferrari,6moZ4sNThthUAwCklyuPY8,single,1,2022-04-01,"['James Hype', 'Miggy Dela Rosa']","['43BxCL6t4c73BQnIJtry5v', '45ruzGUmIr8WLjLOPJ9mGU']"
World Of Walker,3KrkQ77DF9OUB0aOzKFYOF,album,15,2021-11-26,Alan Walker,7vk5e3vY1uw9plTHJAMwjN
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Where Are You Now,5YrOK7zze6egKg9a8WRcnD,single,1,2021-07-30,"['Lost Frequencies', 'Calum Scott']","['7f5Zgnp2spUuuzKplmRkt7', '6ydoSd3N2mwgwBHtF6K7eX']"
Amnésie,68WpOuxQCPzNTmSnxPmZwh,single,1,2022-05-13,"['Vegas Jones', 'Nika Paris', 'ROOM9']","['4b3MWJACM6T1QwGKoFe7pp', '0VJVKvIFYvfqQsPatoQIDx', '3k3lLcA3Yy5tW7yhdFaDzU']"
Chinese Wall,1F6HoOK69lMDIb3ujvwlTX,album,10,1985-03-20,Philip Bailey,6ZNeppgfBLPUyugks9Yn1u
One More Love,5DJc5qCdB5pPrDO97LXjeW,album,28,2010-11-22,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai
BUBBLE (feat. thasup & Salmo),2yuspE1GL8YQLrOboKtwWp,single,1,2022-06-10,"['Takagi & Ketra', 'thasup', 'Salmo']","['76UCIJTB0jcJvBaL0CdIqx', '19i93sA0D7yS9dYoVNBqAA', '3hBQ4zniNdQf1cqqo6hzuW']"
On ira où ?,3fUfQjOcEGe7vvnPA29GBh,album,17,2019-10-11,DTF,37ioGUZGhKk7VjWIocx8kM
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Seguimos,40X3bp854vux6RGS2BEQtU,single,1,2021-03-05,Morad,4az97MtWmBQ5Db3GfDh9j9
The Motto,278z9UXJaMNDH9Bel9uAxV,single,1,2021-11-04,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']"
Brisa,4ZYTZPdMVeOcEaKRhRKFbE,single,1,2022-04-28,"['Zion & Lennox', 'Danny Ocean']","['21451j1KhjAiaYKflxBjr1', '5H1nN1SzW0qNeUEZvuXjAj']"
Woodstock,4VzzEviJGYUtAeSsJlI9QB,album,10,2017-06-16,Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T
Qué Más Pues?,53ul5SFjVUQCotbJhjCkkK,single,1,2021-05-28,"['J Balvin', 'Maria Becerra']","['1vyhD5VmyZ7KMfW5gqLgo5', '1DxLCyH42yaHKGK3cl5bvG']"
Where Did You Go (feat. MNEK),5vSLX6JljaSXuRY2Wqi6xL,single,1,2022-02-04,"['Jax Jones', 'MNEK']","['4Q6nIcaBED8qUel8bBx6Cr', '7uMh23xWiuR7zsNkuNcm2G']"
Close Your Eyes,0PhTTyRWpJVlg4F5RC0xmE,single,1,2019-11-22,"['Felix Jaehn', 'VIZE', 'Miss Li']","['4bL2B6hmLlMWnUEZnorEtG', '09agIJMxCD2k87ys9Al0f0', '04HqRx07Bv9gh7rsrMTqs7']"
Words (feat. Zara Larsson),66W7mt0wKGLFALilLBLfU6,single,1,2022-04-22,"['Alesso', 'Zara Larsson']","['4AVFqumd2ogHFlRbKIjp1t', '1Xylc3o4UrD53lo9CvFvVg']"
Aston Martin (feat. Headie One),5Caup6PGNwKut6KiyaZP5j,single,1,2021-12-17,"['Shiva', 'Headie One']","['2K5nCggbhSZ00YCYP5qkZS', '6UCQYrcJ6wab6gnQ89OJFh']"
I'm Good (Blue),7M842DMhYVALrXsw3ty7B3,single,2,2022-08-26,"['David Guetta', 'Bebe Rexha']","['1Cs0zKBU1kc0i8ypK3B9ai', '64M6ah0SkkRsnPGtGiRAbb']"
TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,album,15,2021-11-30,Rkomi,056KMTw6IztdQjBmFfVyO3
Over & Over,5BmL5jO6sV8k294FijuCZo,single,1,2021-08-27,"['Dark Heart', 'Njomza']","['1k7Cc2WGh6LAE1TUh6dsiy', '3zOUpziwcfY2bCh4VyJ4Am']"
farfalle,1WCDSnckeIERycPR36vEiZ,single,1,2022-02-03,sangiovanni,7dL0nOHwnSAsNAwpkPSGWP
Turn the Page,1hspJP6t3J5BcpMqtfHKxT,single,1,2022-04-29,"['Marnik', 'Lordnox']","['6S3KljEiIOWoLMUyZrkQUc', '6foP1FxrbPWJ7byQW5uzHW']"
Il giorno in cui ho smesso di pensare,2bL1yZKdgMo1syeyCYDwhq,album,13,2022-02-25,Irama,5iot8OPcosJN9nCl7I5SdK
V,2Auw0pTT6EcQdvHNimhLQI,album,12,2014-09-02,Maroon 5,04gDigrS5kc9YWfZHwBETP
Hotel Cabana (Deluxe Version),6ubgnzYckmWTNuCpc5Di5i,album,20,2013-01-01,Naughty Boy,1bT7m67vi78r2oqvxrP3X5
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
WE THE SQUAD Vol. 1,2QQRt0wNQI4hN0pyFAfqxK,album,15,2022-01-28,SLF,49SLNYRfTi1p9R38NooZKS
Pensando a lei,16TddOdM2qRyKoyjy05nQn,single,1,2022-02-11,Shiva,2K5nCggbhSZ00YCYP5qkZS
Legendary (Deluxe Edition),1dDfjR6KqXwa6I8XmPXnxr,album,23,2019-08-23,Tyga,5LHRHt1k9lMyONurDHEdrp
Deeper EP,6C0ooONb4IUWci4RXwQJAw,single,3,2022-02-11,Alok,0NGAZxHanS9e0iNHpR8f2W
Untouchable,6wv6uWOMDvKle82LJkrfvc,album,15,2021-10-19,Tony Effe,6CKch2otN4SPznHf9ms5JF
Giù,7vo7aun2FjdwkfP81Gy8w3,album,11,2022-07-01,Neima Ezza,754BUADwzMYecBgOoBaetK
J,4vCqEvwOICd6NwnsuhWzUO,album,10,2020-07-16,Lazza,0jdNdfi4vAuVi7a6cPDFBM
La Forma en Que Me Miras,4C1RvpT7vJ7H8j21larWQU,single,1,2018-08-04,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tavárez', 'Rafa Pabön']","['6HqgxkTt9KGyt27zYrwVan', '2raERfjzsdnUUQeZSge5eZ', '7iK8PXO48WeuP03g8YR51W', '1pQWsZQehhS4wavwh7Fnxd', '11YLRSsZA3YVuQQtHXKTlz']"
Taped Up Heart (feat. Clara Mae) [The Remixes],1rpqX9gDGBdtFr5nO9EreN,single,3,2017-01-27,KREAM,0DdDnziut7wOo6cAYWVZC5
The Business,2adSO4KU3FDjeM1PXCRDZm,single,1,2020-09-16,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z
Re Mida,4OEhFBWot75bQO4s9K2gGk,album,17,2019-03-01,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Dreamland (+ Bonus Levels),0KTj6k94XZh0c6IEMfxeWV,album,18,2020-08-06,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq
Slime & B,7fZKtzZAsfH0kzeTivu5TG,album,13,2020-05-08,"['Chris Brown', 'Young Thug']","['7bXgB6jMjp9ATFy66eO08Z', '50co4Is1HCEo8bhOyUWKpn']"
Funky Friday,3CFVTstiXfXZDHF6EeMnGf,single,1,2018-10-04,"['Dave', 'Fredo']","['6Ip8FS7vWT1uKkJSweANQK', '3rbtPd0NcvhO2AzMfzx90z']"
C'est pas des LOL,6x61ccU1M5NlkpWRJAS2xT,album,38,2019-12-06,Jul,3IW7ScrzXmPvZhB27hmfgy
Afraid,0hxaNsjHneCKXSOijcqPVz,single,1,2020-09-18,"['James Hype', 'HARLEE']","['43BxCL6t4c73BQnIJtry5v', '6eNlaSdxs8F7F0XlfDBhZy']"
WE THE SQUAD Vol. 1,2QQRt0wNQI4hN0pyFAfqxK,album,15,2022-01-28,SLF,49SLNYRfTi1p9R38NooZKS
Pon De Replay,6LHoxO71UelhuYt0ylPaw1,single,1,2017-04-29,"['Ed Marquis', 'Emie']","['6NkWxTDLl0TnlaS0J9JQT5', '7vMDKdgSZ2Scn4uzFdTDyZ']"
c@ra++ere s?ec!@le,7nDSuDHGJMKFtUTEEVJvUS,album,20,2022-09-30,thasup,19i93sA0D7yS9dYoVNBqAA
Paro,7Kt404MeesjKF910O5fTop,single,1,2021-05-21,Nej,3BQ9mWlgFRfMr5EdNfc10a
Think About Things,3wnnkEyvrINGbPfVbIzAXs,single,1,2020-04-09,Daði Freyr,3Hb64DQZIhDCgyHKrzBXOL
Girls Like (feat. Zara Larsson),0EUrNFkbVL5kokjQbzHxl3,single,1,2016-02-26,Tinie Tempah,0Tob4H0FLtEONHU1MjpUEp
Just Dance,7948ooBqNGWktPJnH7f9iX,single,1,2021-06-25,Wasback,3rmYE7edorDWoKVPGk9iLZ
Niente da perdere,73llI6vpyKmE5Na0tlGMca,single,1,2022-06-01,Shiva,2K5nCggbhSZ00YCYP5qkZS
ORO BLU,1lqbweQ3w6orHhehLOlZim,album,13,2022-03-04,Bresh,7FeObngbQ0GY3SojNwKdKn
PROVINCIALE,3neHYsGA6MSGSahkig6gCq,album,9,2022-07-21,Rhove,44DWomjW1oDuxIoBIRpmQ4
My Universe,39McjovZ3M6n5SFtNmWTdp,single,2,2021-09-24,"['Coldplay', 'BTS']","['4gzpq5DPGxSnKTe4SA8HAU', '3Nrfpe0tUJi4K4DXYWgMUX']"
Hear Me Now (feat. Zeeba),6fpsA5aYbVNLe6y3P49o2o,single,1,2016-10-21,"['Alok', 'Zeeba', 'Bruno Martini']","['0NGAZxHanS9e0iNHpR8f2W', '7qPLO2XOUaRrRxkvLZ3AEK', '5veVxxPm1vzgi6pO2iVA8L']"
Como Llora,2AVlVJLLSUfFx1oePPiNMl,single,1,2020-02-07,Juanfran,7zY0DMisq1oYXvNNgGwHBY
Rain In Ibiza,034jdvpqZ6172bXix4BEmN,single,1,2022-02-25,"['Felix Jaehn', 'The Stickmen Project', 'Calum Scott']","['4bL2B6hmLlMWnUEZnorEtG', '13wroZC00C9ix8fUR0JvaY', '6ydoSd3N2mwgwBHtF6K7eX']"
Loud,7vN82vd1Vq44fjlhjfvHJp,album,12,2010-11-16,Rihanna,5pKCCKE2ajJHZ9KAiaK11H
Deep in Love (Radio Edit),5yvuxj2B6NnAfC2WB8RONS,single,1,2011-02-14,"['Tom Boxer', 'Morena', 'J Warner']","['0Qz06Kvk8662UwwVMpjYet', '1NngpKgaSiaaAwVTDa1OeE', '2qFIyqgMSxeb3rb9UDnOuo']"
Alicante,6uKVQzzmUEFuc6GjWy1IQw,single,1,2019-08-22,Gambino,5Wf0eeUkR6rRAre6L7H7jW
VIRUS,1PuzNok4t4FnyY92G202UU,album,16,2022-01-14,Noyz Narcos,49UAapOfpOg1ZOU4xf2NgY
Spoiled (Goodboys Remix),6XCbOW9kPr0peZdpzWqhkk,single,2,2021-03-19,"['Ant Saunders', 'Goodboys']","['4jpsw9CQS439N0B7SecMgf', '2nm38smINjms1LtczR0Cei']"
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Salvatore Vive,1VSve1RDkpnGq2J1VL1Ux4,album,22,2022-10-27,Paky,1KQJOTeIMbixtnSWY4sYs2
Prayer in C,6Ps0kbvAjuz75uK0uuZzWa,single,2,2014-05-16,"['Lilly Wood and The Prick', 'Robin Schulz']","['50OApTJurDusIo9dGTqSU4', '3t5xRXzsuZmMDkQzgOX35S']"
TRAP CAKE VOL. 2,2ZXwd2AzsVWTwp1oT3tfMI,album,9,2022-02-25,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq
Nostalgia,3WKUnE0tlqfep4jO5gyF3P,single,1,2022-06-02,BLANCO,1MRiIeZbc0cRuxOafDUCtH
Cancelo,4elXQH4dGGNYwjy8f7UcB8,single,1,2022-03-17,Rhove,44DWomjW1oDuxIoBIRpmQ4
Paradise Again,2Dbe9L757CSQbhnbW5PVSH,album,17,2022-04-15,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs
Praying To A God (Remixes),3eNO7UvTz8clLkINKQtcwK,single,3,2019-03-01,Mr. Probz,33W1pnW9zScZtYTnAoWnOT
Mistakes,7dm0STpyctopt8zjJ0IHPT,single,1,2020-02-28,"['Jonas Blue', 'Paloma Faith']","['1HBjj22wzbscIZ9sEb5dyf', '4fwuXg6XQHfdlOdmw36OHa']"
Nicotine,0D7yJonn41qsrIQ7YdWk2z,album,10,2020-03-26,Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT
Shakerando,4ZF92wezwJWluQn4CQcXLJ,single,1,2021-12-15,Rhove,44DWomjW1oDuxIoBIRpmQ4
18 Months,7w19PFbxAjwZ7UVNp9z0uT,album,15,2012-10-29,Calvin Harris,7CajNmpbOovFoOoasH2HaY
VICE VERSA,2Nt6MDJXfoxQ22tIQgWXIh,album,14,2021-12-10,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq
Exotica (Deluxe),1mUPmcxUJ2z7e0c5X6qDul,album,17,2022-03-04,Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4
MUJER,6qr1f4DPu36HcaQ2T26SFV,single,1,2022-07-22,Icy Subzero,24oVOFAARWAYUb1LaedbI0
No Promises (feat. Demi Lovato),6301sWkK7hVwcrhcEwKPcH,single,1,2017-03-31,Cheat Codes,7DMveApC7UnC2NPfPvlHSU
